student_id,semester,course_code,course_name,subject_area,credits,instructor,grade_letter,numeric_grade,prior_gpa,study_hours,attendance_rate,gender,age,year_of_study,scholarship,extracurricular,internship,homework_avg,final_exam
320,2021Fall,CS229,Elective 9,AI,3,Hernandez,C+,79.79,3.53,6.8,83.1,M,21,Sophomore,0,0,0,71.99,75.03
1829,2022Spring,CS210,AI,AI,3,Anderson,B,85.09,2.72,22.2,100.0,Other,24,Senior,0,2,0,78.86,82.42
861,2020Fall,CS204,Operating Systems,Systems,4,Smith,B+,89.66,3.51,18.3,99.3,Other,18,Freshman,0,0,0,79.6,83.95
609,2023Spring,CS210,AI,AI,4,Davis,C+,79.96,2.27,23.8,99.3,M,20,Sophomore,0,1,0,76.93,
949,2020Spring,CS233,Elective 13,Theory,4,Garcia,A-,92.82,3.64,20.7,79.2,F,21,Sophomore,0,3,0,88.87,
5494,2023Spring,CS207,Software Engineering,Software Engineering,4,Jackson,C,73.74,2.63,14.3,98.5,Other,23,Junior,0,3,0,67.89,
3742,2021Fall,CS213,Data Mining,Data Science,3,Anderson,B-,82.17,3.19,15.1,100.0,Other,21,Sophomore,0,4,0,87.35,82.47
5226,2020Fall,CS223,Elective 3,Data Science,3,Martinez,A-,91.1,2.37,20.3,83.7,M,21,Sophomore,0,1,0,90.38,89.18
3267,2022Fall,CS216,Human-Computer Interaction,Software Engineering,3,Jones,C-,70.16,1.98,7.4,72.4,Other,21,Sophomore,0,1,0,65.96,
3951,2021Fall,CS211,Cybersecurity,Networks,4,Davis,B,86.72,3.99,19.2,71.1,Other,18,Freshman,0,4,0,91.03,92.55
2482,2022Fall,CS216,Human-Computer Interaction,Software Engineering,3,Brown,D,67.98,1.78,25.1,88.0,F,22,Junior,0,3,0,63.26,68.14
3908,2023Spring,CS215,Computer Graphics,Programming,4,Hernandez,B+,88.66,3.14,0.4,96.4,M,20,Sophomore,0,2,1,94.87,90.78
2617,2020Fall,CS232,Elective 12,Systems,3,Lee,C+,78.91,2.88,6.7,75.4,Other,18,Freshman,0,2,0,74.51,89.02
3947,2020Spring,CS213,Data Mining,Data Science,4,Lee,A-,90.09,3.5,28.6,71.9,F,18,Freshman,0,1,0,97.37,91.85
435,2022Fall,CS223,Elective 3,Data Science,4,Rodriguez,C+,78.42,3.24,16.2,75.7,F,18,Freshman,0,2,1,86.89,82.77
1214,2021Fall,CS101,Intro to Programming,Programming,3,Lopez,B,84.12,3.12,15.4,70.9,M,18,Freshman,0,3,0,88.66,82.84
731,2023Spring,CS231,Elective 11,Programming,4,Hernandez,B+,89.91,3.27,3.7,98.4,F,22,Junior,0,1,0,86.15,83.4
775,2021Spring,CS228,Elective 8,Systems,4,Lopez,B,86.35,2.78,13.3,71.9,M,21,Sophomore,0,3,0,,82.08
153,2020Fall,CS227,Elective 7,AI,4,Martin,B,86.39,3.06,13.4,74.8,F,23,Junior,0,3,0,85.74,89.6
1793,2022Spring,CS228,Elective 8,Systems,3,Martinez,A-,91.43,3.09,,84.7,M,21,Sophomore,0,1,1,97.51,82.71
5679,2020Fall,CS218,Parallel Computing,Systems,3,Hernandez,C-,71.07,3.57,,61.8,Other,19,Freshman,0,0,0,77.25,77.25
2347,2020Spring,CS218,Parallel Computing,Systems,4,Martin,A,95.13,2.69,,81.8,Other,20,Sophomore,0,5,0,92.19,100.0
369,2023Spring,CS102,Data Structures,Programming,3,Smith,C+,78.02,3.04,,77.3,F,18,Freshman,0,0,0,76.3,82.72
2281,2020Fall,CS236,Elective 16,Algorithms,3,Smith,B-,81.64,3.43,7.4,99.1,M,18,Freshman,0,2,0,82.29,67.62
3596,2020Fall,CS231,Elective 11,Programming,3,Taylor,A-,90.76,3.57,11.2,100.0,M,18,Freshman,0,0,0,97.4,92.2
242,2021Fall,CS228,Elective 8,Systems,3,Davis,C+,77.79,3.88,33.2,90.3,F,23,Junior,0,1,1,80.11,76.16
3073,2021Spring,CS216,Human-Computer Interaction,Software Engineering,3,Martinez,B-,81.77,3.67,15.7,77.8,F,18,Freshman,0,4,0,81.62,79.79
3809,2021Spring,CS225,Elective 5,Theory,4,Garcia,C-,71.22,2.73,9.1,94.1,Other,19,Freshman,0,0,0,67.35,67.25
2857,2021Spring,CS233,Elective 13,Theory,3,Hernandez,D,68.52,3.12,38.1,72.7,M,22,Junior,0,2,0,,64.61
5947,2023Spring,CS221,Elective 1,Algorithms,3,Smith,C,76.84,3.7,8.7,100.0,Other,22,Junior,0,0,1,68.24,82.77
3749,2020Spring,CS212,Cloud Computing,Systems,3,Johnson,C+,79.41,2.58,27.7,73.9,Other,18,Freshman,0,1,0,77.56,75.83
4947,2023Spring,CS221,Elective 1,Algorithms,3,Moore,B-,81.65,3.41,5.9,96.7,F,18,Freshman,0,3,1,80.01,75.39
2243,2020Fall,CS209,Machine Learning,AI,4,Rodriguez,C,76.83,3.46,19.0,70.6,M,22,Junior,0,2,0,73.49,88.66
1852,2021Spring,CS222,Elective 2,AI,3,Martinez,C,75.68,3.14,,82.0,F,22,Junior,0,3,0,,71.88
2165,2021Spring,CS216,Human-Computer Interaction,Software Engineering,3,Moore,B-,80.66,2.94,17.6,75.0,F,23,Junior,0,3,0,67.99,
2362,2021Spring,CS208,Web Development,Programming,3,Taylor,C,75.76,3.47,21.9,72.5,F,18,Freshman,0,2,1,75.61,70.22
3412,2020Fall,CS232,Elective 12,Systems,3,Lee,B,86.97,3.59,8.6,91.4,M,18,Freshman,0,1,0,90.19,100.0
4573,2021Fall,CS219,Theory of Computation,Theory,4,Johnson,B,83.86,2.71,25.7,82.4,Other,20,Sophomore,0,2,0,83.06,84.41
2720,2022Spring,CS204,Operating Systems,Systems,3,Lopez,B,83.31,3.61,26.4,71.9,M,19,Freshman,0,4,0,67.97,83.23
23,2022Fall,CS216,Human-Computer Interaction,Software Engineering,3,Lee,B,83.71,3.37,0.0,82.9,M,18,Freshman,0,3,0,86.65,93.06
5183,2023Fall,CS221,Elective 1,Algorithms,3,Johnson,B,84.49,3.08,14.8,75.4,Other,20,Sophomore,0,1,0,83.9,82.42
5060,2020Spring,CS231,Elective 11,Programming,4,Wilson,C,76.18,3.61,12.3,100.0,M,18,Freshman,0,2,0,,77.87
4311,2020Fall,CS215,Computer Graphics,Programming,3,Lee,C,74.13,2.24,9.8,100.0,Other,21,Sophomore,0,1,0,75.15,71.08
4892,2020Spring,CS218,Parallel Computing,Systems,3,Martin,C,75.39,2.54,96.3,78.3,Other,22,Junior,0,3,0,,70.07
212,2023Fall,CS228,Elective 8,Systems,3,Wilson,A,97.09,2.5,22.9,91.3,Other,23,Junior,0,1,0,97.38,100.0
5686,2021Spring,CS223,Elective 3,Data Science,4,Jones,B+,89.4,3.35,18.6,86.5,M,18,Freshman,1,4,0,,93.26
3191,2020Fall,CS210,AI,AI,3,Jones,A-,90.86,3.86,15.7,50.7,Other,20,Sophomore,0,0,0,87.07,88.9
1870,2023Fall,CS214,Big Data,Data Science,3,Brown,A-,90.74,3.56,14.1,,F,19,Freshman,0,0,0,95.86,88.98
5466,2023Spring,CS227,Elective 7,AI,3,Hernandez,C+,79.52,2.88,24.6,65.9,M,19,Freshman,0,1,0,91.59,74.7
3457,2023Fall,CS208,Web Development,Programming,3,Moore,A,96.37,3.01,28.8,89.1,F,18,Freshman,0,2,0,100.0,
3967,2021Fall,CS231,Elective 11,Programming,3,Moore,C-,70.74,2.57,20.6,100.0,Other,20,Sophomore,0,1,0,79.93,62.81
35,2022Spring,CS220,Cryptography,Theory,3,Hernandez,B-,82.57,3.52,3.1,100.0,F,18,Freshman,0,0,0,78.71,79.91
840,2023Fall,CS217,Compiler Design,Systems,4,Jackson,B,83.67,2.7,24.9,,F,18,Freshman,0,1,0,82.74,80.44
5126,2021Spring,CS233,Elective 13,Theory,4,Rodriguez,A-,91.82,3.26,15.5,70.9,M,20,Sophomore,0,4,0,86.4,86.62
3921,2023Fall,CS226,Elective 6,Algorithms,3,Garcia,B-,82.11,3.85,25.6,77.5,M,18,Freshman,0,3,0,78.23,
405,2020Fall,CS221,Elective 1,Algorithms,4,Garcia,B+,89.6,2.72,28.0,48.4,Other,22,Junior,0,2,0,88.03,85.6
1228,2022Fall,CS230,Elective 10,Systems,4,Hernandez,C+,78.56,3.36,0.0,74.6,F,20,Sophomore,0,2,0,73.37,83.64
2194,2022Fall,CS201,Algorithms,Algorithms,3,Moore,B,86.71,3.44,14.8,96.1,M,18,Freshman,0,4,1,85.88,100.0
2905,2021Fall,CS224,Elective 4,Networks,3,Garcia,A-,90.08,2.77,18.6,90.4,M,18,Freshman,0,3,0,91.21,95.2
5393,2022Fall,CS229,Elective 9,AI,4,Davis,C-,72.2,3.47,15.0,100.0,F,24,Senior,0,0,0,66.12,69.18
4089,2021Spring,CS238,Elective 18,Data Science,4,Moore,B,83.42,3.62,9.4,100.0,M,22,Junior,1,1,0,82.25,83.37
2246,2022Spring,CS217,Compiler Design,Systems,4,Jackson,C,74.47,2.33,0.1,100.0,M,21,Sophomore,0,2,0,73.37,61.37
1924,2020Spring,CS232,Elective 12,Systems,3,Williams,B+,88.09,3.96,21.8,100.0,F,18,Freshman,1,1,0,78.18,89.99
4793,2022Fall,CS203,Computer Organization,Systems,3,Moore,C,73.82,3.64,16.6,72.2,Other,19,Freshman,0,2,1,75.66,77.66
194,2022Fall,CS201,Algorithms,Algorithms,3,Lee,B-,80.4,3.79,25.9,100.0,F,19,Freshman,0,2,0,77.72,84.68
5631,2023Fall,CS237,Elective 17,Programming,3,Miller,B-,81.94,3.31,11.6,91.3,M,18,Freshman,0,3,0,82.12,92.67
645,2020Fall,CS213,Data Mining,Data Science,3,Moore,C+,77.52,3.08,11.1,100.0,M,19,Freshman,0,1,1,69.69,78.38
4522,2020Fall,CS232,Elective 12,Systems,3,Lee,C+,79.82,3.27,,93.0,F,19,Freshman,0,1,0,80.21,85.41
4965,2023Fall,CS230,Elective 10,Systems,4,Martin,B+,88.48,3.59,12.2,68.4,F,18,Freshman,0,2,0,81.27,86.65
4514,2020Spring,CS211,Cybersecurity,Networks,4,Miller,B,84.6,3.63,18.1,83.3,Other,20,Sophomore,0,0,0,82.78,83.47
5064,2020Spring,CS225,Elective 5,Theory,3,Moore,C,74.08,3.04,9.6,100.0,M,19,Freshman,0,2,0,80.78,77.18
5578,2021Spring,CS210,AI,AI,4,Brown,C+,78.77,3.7,15.7,91.3,M,18,Freshman,0,3,0,78.29,82.75
5068,2021Spring,CS234,Elective 14,Systems,3,Martin,C,76.01,3.28,17.9,82.3,M,18,Freshman,0,4,0,,
182,2020Spring,CS226,Elective 6,Algorithms,4,Hernandez,A,93.81,3.85,20.1,79.6,M,21,Sophomore,0,0,0,89.23,91.31
1004,2020Spring,CS101,Intro to Programming,Programming,3,Jones,C+,79.24,3.48,35.7,100.0,M,18,Freshman,0,2,0,,74.26
2640,2021Fall,CS101,Intro to Programming,Programming,3,Garcia,B,83.09,2.17,28.7,87.1,F,18,Freshman,0,4,0,83.11,81.82
4252,2020Spring,CS238,Elective 18,Data Science,3,Lopez,B,85.35,3.52,21.4,68.8,F,22,Junior,0,0,0,90.36,
441,2020Spring,CS201,Algorithms,Algorithms,3,Brown,B,85.9,3.58,6.8,93.4,Other,19,Freshman,1,5,0,88.34,88.85
1656,2020Spring,CS219,Theory of Computation,Theory,4,Anderson,A,98.79,3.67,0.0,91.4,F,18,Freshman,0,0,0,99.86,100.0
2122,2020Fall,CS202,Discrete Math,Theory,4,Garcia,A,93.19,3.08,24.3,97.8,M,18,Freshman,0,2,0,100.0,97.42
1543,2021Spring,CS101,Intro to Programming,Programming,3,Moore,A,93.6,3.54,3.7,90.7,M,22,Junior,0,4,0,98.05,100.0
3444,2021Fall,CS230,Elective 10,Systems,3,Thomas,B-,80.27,3.49,16.2,65.8,Other,18,Freshman,0,1,0,91.78,69.56
532,2022Spring,CS214,Big Data,Data Science,3,Johnson,B,86.21,3.39,18.0,86.2,F,20,Sophomore,0,1,0,88.69,84.68
2117,2022Spring,CS201,Algorithms,Algorithms,4,Johnson,C-,70.22,2.15,17.7,87.3,Other,18,Freshman,0,5,0,69.68,76.53
4214,2021Spring,CS102,Data Structures,Programming,3,Lopez,C+,77.4,2.77,8.5,85.3,F,18,Freshman,0,3,0,74.89,64.7
2520,2023Fall,CS102,Data Structures,Programming,3,Anderson,C+,79.29,3.37,20.7,85.5,F,21,Sophomore,0,2,0,86.3,88.32
4532,2020Fall,CS210,AI,AI,3,Martinez,C+,77.2,3.08,16.5,52.5,M,18,Freshman,0,3,0,75.35,70.62
2245,2023Spring,CS214,Big Data,Data Science,4,Moore,A-,90.71,3.49,14.7,92.5,F,21,Sophomore,0,1,0,91.02,89.76
3300,2020Fall,CS224,Elective 4,Networks,3,Miller,C+,77.71,3.11,16.5,100.0,M,21,Sophomore,0,2,0,79.25,75.59
1290,2023Spring,CS223,Elective 3,Data Science,3,Davis,B,83.11,3.79,4.2,67.3,Other,21,Sophomore,0,2,0,83.3,68.99
5664,2020Fall,CS208,Web Development,Programming,3,Garcia,C+,79.69,3.83,25.1,87.2,Other,19,Freshman,0,1,0,79.17,75.73
3754,2022Spring,CS206,Networks,Networks,4,Moore,C+,79.28,3.36,21.9,92.2,F,20,Sophomore,0,0,1,82.86,74.45
1506,2020Fall,CS221,Elective 1,Algorithms,3,Martinez,B+,87.6,2.68,15.2,100.0,F,18,Freshman,0,4,0,81.91,96.6
5976,2020Spring,CS223,Elective 3,Data Science,4,Garcia,A,93.18,3.69,10.5,96.8,Other,18,Freshman,0,3,0,94.7,89.39
2481,2022Fall,CS226,Elective 6,Algorithms,4,Davis,C,73.24,3.33,22.0,94.3,F,22,Junior,0,1,0,,75.93
3366,2020Spring,CS214,Big Data,Data Science,3,Wilson,B,84.94,2.77,17.3,85.5,Other,19,Freshman,0,1,0,78.5,83.02
5032,2020Spring,CS227,Elective 7,AI,3,Brown,C+,77.95,3.88,16.5,67.4,F,19,Freshman,0,2,0,78.58,
2204,2021Spring,CS214,Big Data,Data Science,3,Williams,C-,70.28,2.81,22.5,81.6,F,18,Freshman,0,1,0,69.04,58.93
3719,2020Fall,CS212,Cloud Computing,Systems,3,Thomas,B+,88.24,3.9,15.0,74.2,Other,19,Freshman,0,4,0,94.13,90.79
5323,2023Spring,CS226,Elective 6,Algorithms,4,Rodriguez,D,68.56,3.09,9.1,96.3,M,19,Freshman,0,6,0,70.26,64.07
5516,2020Spring,CS210,AI,AI,3,Garcia,C,75.74,2.35,18.4,,M,24,Senior,0,1,0,74.38,66.22
2728,2021Fall,CS223,Elective 3,Data Science,3,Jackson,C,75.34,1.76,14.0,66.3,F,18,Freshman,0,2,0,71.21,68.76
4908,2021Fall,CS213,Data Mining,Data Science,3,Hernandez,C,74.81,2.66,19.2,84.4,M,22,Junior,0,0,0,65.55,
445,2023Spring,CS205,Database Systems,Databases,3,Martin,B+,87.48,3.45,18.0,92.4,F,19,Freshman,1,4,1,86.8,90.73
2275,2021Spring,CS224,Elective 4,Networks,3,Davis,B,85.73,2.97,9.9,100.0,F,19,Freshman,0,5,0,84.78,79.34
3296,2021Spring,CS228,Elective 8,Systems,3,Lopez,C,75.15,2.95,32.4,85.1,M,18,Freshman,0,1,0,72.31,73.01
3146,2022Fall,CS203,Computer Organization,Systems,4,Wilson,B-,80.89,2.23,6.2,,F,18,Freshman,0,4,0,84.98,75.17
4647,2022Fall,CS210,AI,AI,3,Hernandez,C-,71.17,2.46,14.2,91.2,F,18,Freshman,0,1,0,65.52,62.98
1421,2020Spring,CS220,Cryptography,Theory,3,Wilson,C,75.41,2.73,17.9,84.8,Other,18,Freshman,0,1,0,68.09,69.71
5334,2021Fall,CS233,Elective 13,Theory,3,Miller,C+,79.62,2.9,,83.7,F,19,Freshman,0,1,0,,88.33
1353,2022Spring,CS229,Elective 9,AI,4,Martinez,C-,72.94,3.38,0.0,100.0,F,23,Junior,0,2,0,66.11,78.5
1116,2023Fall,CS238,Elective 18,Data Science,3,Taylor,B,83.5,3.12,7.4,99.5,M,18,Freshman,0,2,0,81.73,82.24
913,2022Fall,CS225,Elective 5,Theory,3,Williams,C,73.0,3.94,0.0,59.7,Other,21,Sophomore,0,3,0,63.67,73.16
5292,2022Fall,CS214,Big Data,Data Science,4,Hernandez,D,68.02,3.45,9.7,88.1,M,18,Freshman,0,1,0,71.05,62.26
2738,2020Fall,CS211,Cybersecurity,Networks,3,Thomas,C,76.26,3.51,14.8,,Other,23,Junior,1,0,0,79.11,74.75
4671,2021Fall,CS221,Elective 1,Algorithms,3,Lee,B+,87.01,3.75,24.7,,F,18,Freshman,0,3,0,86.85,78.2
4275,2023Fall,CS101,Intro to Programming,Programming,3,Johnson,C,74.49,3.4,15.9,,M,18,Freshman,0,3,1,68.58,75.9
3712,2022Spring,CS237,Elective 17,Programming,3,Moore,C+,79.22,2.84,10.3,,Other,20,Sophomore,0,3,0,75.93,87.56
2293,2021Fall,CS233,Elective 13,Theory,4,Taylor,A-,91.77,3.63,17.9,90.4,Other,21,Sophomore,0,3,1,98.32,87.81
5653,2023Fall,CS208,Web Development,Programming,3,Johnson,A,93.83,3.43,13.5,79.6,F,24,Senior,0,2,0,94.33,95.55
4746,2021Fall,CS210,AI,AI,3,Thomas,B-,80.41,2.97,20.4,98.7,Other,18,Freshman,0,9,0,78.92,68.25
420,2021Spring,CS201,Algorithms,Algorithms,3,Hernandez,A-,92.41,2.99,0.0,100.0,F,20,Sophomore,0,5,0,95.22,
1302,2022Fall,CS215,Computer Graphics,Programming,4,Davis,C,76.16,3.08,10.3,83.4,M,23,Junior,0,2,0,75.69,77.06
245,2023Spring,CS235,Elective 15,Systems,4,Williams,B,84.25,2.36,5.6,,F,23,Junior,0,2,0,90.89,85.53
1157,2020Spring,CS216,Human-Computer Interaction,Software Engineering,4,Lopez,B-,82.99,3.57,4.4,100.0,F,18,Freshman,0,2,1,78.84,80.85
3674,2020Spring,CS203,Computer Organization,Systems,3,Smith,B-,80.49,3.3,10.0,72.5,Other,18,Freshman,1,2,0,85.01,77.97
68,2023Spring,CS235,Elective 15,Systems,4,Brown,C+,77.08,3.34,15.3,98.7,M,22,Junior,0,1,0,69.66,68.75
3738,2023Spring,CS238,Elective 18,Data Science,3,Davis,B,86.45,3.21,6.7,94.1,M,20,Sophomore,0,1,0,84.65,80.07
2281,2021Fall,CS226,Elective 6,Algorithms,3,Jackson,C,74.43,3.14,19.3,100.0,M,18,Freshman,0,2,0,64.49,
602,2022Spring,CS101,Intro to Programming,Programming,4,Lee,C,76.15,2.48,10.2,,Other,21,Sophomore,0,1,1,76.59,72.04
1735,2021Fall,CS221,Elective 1,Algorithms,3,Smith,C+,78.59,3.02,14.1,100.0,M,21,Sophomore,0,2,0,,72.77
2550,2023Spring,CS225,Elective 5,Theory,3,Lopez,C+,78.04,3.53,8.4,84.1,Other,23,Junior,0,1,1,79.34,74.23
439,2021Spring,CS216,Human-Computer Interaction,Software Engineering,3,Johnson,A,98.13,3.07,26.9,69.1,Other,18,Freshman,0,2,0,100.0,85.45
2147,2023Spring,CS213,Data Mining,Data Science,3,Taylor,B,84.8,3.86,13.6,78.9,F,21,Sophomore,0,2,0,88.84,97.81
144,2023Fall,CS217,Compiler Design,Systems,4,Garcia,C+,78.13,3.71,26.1,,M,23,Junior,1,0,1,79.37,
1822,2023Fall,CS226,Elective 6,Algorithms,3,Rodriguez,B,85.11,3.12,6.3,93.5,M,21,Sophomore,0,3,0,82.43,72.57
2944,2021Fall,CS218,Parallel Computing,Systems,3,Brown,A,95.74,2.83,18.7,86.1,M,18,Freshman,0,0,0,92.87,99.74
3485,2023Spring,CS208,Web Development,Programming,3,Brown,C-,71.17,2.29,6.0,,Other,19,Freshman,0,3,0,67.71,74.73
1883,2022Fall,CS235,Elective 15,Systems,3,Miller,B+,89.37,3.76,26.0,68.4,M,21,Sophomore,0,3,0,90.46,98.59
112,2023Spring,CS204,Operating Systems,Systems,4,Smith,C+,78.07,3.28,106.2,46.8,F,20,Sophomore,0,3,0,77.98,71.93
5619,2020Spring,CS225,Elective 5,Theory,4,Moore,C+,78.98,4.0,0.0,73.2,Other,22,Junior,0,5,0,83.45,84.3
4624,2021Fall,CS238,Elective 18,Data Science,3,Jackson,C,76.06,3.95,11.1,73.3,Other,21,Sophomore,0,1,1,67.95,80.71
2103,2023Spring,CS219,Theory of Computation,Theory,3,Jones,B+,88.1,3.3,,77.8,Other,18,Freshman,0,0,0,87.67,84.67
3181,2022Fall,CS214,Big Data,Data Science,3,Miller,C,76.45,3.41,15.0,,M,18,Freshman,0,1,0,69.63,76.07
2605,2021Spring,CS211,Cybersecurity,Networks,3,Thomas,C+,77.16,3.24,13.2,,Other,18,Freshman,0,1,0,76.72,78.87
3835,2021Spring,CS219,Theory of Computation,Theory,4,Taylor,D,60.15,3.06,19.6,97.3,Other,21,Sophomore,0,2,0,62.15,62.36
523,2023Spring,CS216,Human-Computer Interaction,Software Engineering,3,Davis,A,100.0,3.07,13.9,77.5,F,19,Freshman,0,1,0,100.0,100.0
4687,2022Fall,CS223,Elective 3,Data Science,3,Rodriguez,ERR,-10.0,2.99,21.9,100.0,M,18,Freshman,0,1,0,66.7,66.93
3496,2020Spring,CS236,Elective 16,Algorithms,4,Garcia,B,86.32,2.65,20.1,78.5,F,20,Sophomore,0,2,0,84.31,87.02
2127,2020Fall,CS211,Cybersecurity,Networks,3,Taylor,A-,90.38,3.53,16.0,92.9,F,20,Sophomore,0,4,0,,88.99
2784,2020Spring,CS101,Intro to Programming,Programming,3,Johnson,C,73.66,2.43,40.1,77.2,M,18,Freshman,0,4,0,79.39,65.43
1764,2023Fall,CS219,Theory of Computation,Theory,3,Wilson,C+,78.47,2.66,5.7,100.0,Other,20,Sophomore,0,4,0,70.24,82.82
5578,2020Spring,CS202,Discrete Math,Theory,4,Moore,C,75.15,3.86,7.5,90.6,M,18,Freshman,0,3,0,76.41,83.8
5500,2023Fall,CS206,Networks,Networks,4,Thomas,C,75.49,2.97,12.7,80.4,M,19,Freshman,0,2,0,70.94,81.81
620,2022Fall,CS221,Elective 1,Algorithms,4,Lopez,C+,77.48,3.46,5.7,98.6,Other,18,Freshman,0,2,0,72.42,69.84
5332,2021Spring,CS227,Elective 7,AI,3,Brown,C,73.9,3.68,3.1,,Other,18,Freshman,0,2,0,75.34,78.5
2069,2023Fall,CS231,Elective 11,Programming,3,Miller,B-,81.99,2.98,25.3,71.6,F,22,Junior,0,1,0,87.18,94.15
2590,2021Spring,CS215,Computer Graphics,Programming,3,Williams,D,66.05,2.94,13.0,100.0,F,21,Sophomore,0,2,0,67.02,55.94
5393,2020Fall,CS101,Intro to Programming,Programming,3,Taylor,C,73.18,3.31,19.2,52.9,F,24,Senior,0,0,0,78.42,72.43
3391,2021Spring,CS238,Elective 18,Data Science,3,Wilson,C+,79.87,2.72,14.7,63.7,M,18,Freshman,0,1,0,71.14,82.0
3731,2022Fall,CS226,Elective 6,Algorithms,3,Rodriguez,B,83.84,3.09,16.5,100.0,Other,26,Senior,0,2,0,89.17,84.14
5441,2021Spring,CS206,Networks,Networks,3,Wilson,C+,77.85,2.33,31.4,100.0,F,18,Freshman,0,1,0,78.49,79.42
1573,2021Fall,CS236,Elective 16,Algorithms,3,Hernandez,B-,82.89,3.78,113.1,,M,21,Sophomore,1,3,1,81.08,73.22
2261,2020Fall,CS206,Networks,Networks,3,Thomas,C+,77.58,3.03,7.5,64.7,F,18,Freshman,0,2,0,76.71,85.97
1921,2023Spring,CS228,Elective 8,Systems,3,Garcia,C+,77.63,3.17,17.4,71.5,M,20,Sophomore,0,5,0,76.12,73.16
3628,2020Spring,CS227,Elective 7,AI,4,Martin,B-,81.11,3.79,6.7,80.2,M,18,Freshman,1,2,1,80.47,80.15
48,2021Spring,CS219,Theory of Computation,Theory,3,Moore,B,86.32,3.82,18.6,60.3,M,19,Freshman,0,1,0,86.44,74.1
2211,2021Fall,CS203,Computer Organization,Systems,3,Lee,D,61.88,2.2,115.9,86.5,M,21,Sophomore,0,1,0,65.68,51.15
4409,2021Fall,CS226,Elective 6,Algorithms,4,Hernandez,C,74.35,3.24,14.0,81.7,Other,19,Freshman,0,2,0,78.91,80.39
5496,2023Fall,CS219,Theory of Computation,Theory,3,Anderson,C-,71.69,3.28,11.7,85.6,F,19,Freshman,0,0,0,71.85,79.4
600,2020Fall,CS207,Software Engineering,Software Engineering,3,Jones,B,83.09,3.38,18.1,92.8,Other,20,Sophomore,0,1,0,79.87,70.91
190,2020Spring,CS220,Cryptography,Theory,3,Martin,B-,82.96,2.97,24.6,81.2,F,26,Senior,0,1,1,85.8,79.36
5617,2023Spring,CS234,Elective 14,Systems,3,Lee,B+,87.11,2.84,18.1,97.3,Other,20,Sophomore,0,1,0,88.92,76.78
2342,2023Fall,CS205,Database Systems,Databases,3,Martin,C,75.96,3.44,22.5,80.8,F,21,Sophomore,0,0,1,81.83,96.37
2192,2021Fall,CS226,Elective 6,Algorithms,3,Jackson,A-,90.68,3.29,18.1,85.8,F,21,Sophomore,0,1,0,88.06,93.25
3886,2022Fall,CS208,Web Development,Programming,3,Jones,D,68.72,3.13,7.3,84.9,Other,18,Freshman,0,1,1,57.89,58.05
5433,2020Fall,CS219,Theory of Computation,Theory,3,Martin,B-,81.47,3.37,20.2,60.1,M,18,Freshman,0,2,0,81.55,84.7
5233,2023Fall,CS205,Database Systems,Databases,3,Anderson,C-,71.38,3.18,18.0,86.3,F,18,Freshman,0,3,0,79.52,65.77
2241,2022Fall,CS206,Networks,Networks,3,Rodriguez,B+,89.82,2.69,11.0,100.0,M,20,Sophomore,0,1,0,85.83,85.17
3955,2023Spring,CS201,Algorithms,Algorithms,3,Rodriguez,B+,89.1,3.51,9.1,99.0,M,18,Freshman,1,1,0,88.1,89.68
1947,2023Spring,CS233,Elective 13,Theory,3,Miller,A,94.27,2.47,8.5,100.0,M,22,Junior,0,1,0,93.53,95.35
4130,2020Spring,CS229,Elective 9,AI,4,Anderson,B,85.86,3.67,10.6,92.5,F,19,Freshman,0,1,0,91.88,80.4
1109,2022Fall,CS218,Parallel Computing,Systems,3,Jackson,B-,82.76,2.65,,83.9,M,23,Junior,0,2,0,80.9,84.6
1612,2020Spring,CS202,Discrete Math,Theory,3,Brown,A-,92.06,2.43,,92.4,Other,18,Freshman,0,4,0,97.28,100.0
2710,2022Spring,CS213,Data Mining,Data Science,3,Garcia,C,74.94,3.25,11.0,99.9,Other,23,Junior,0,1,1,74.55,68.54
2331,2023Spring,CS217,Compiler Design,Systems,3,Martinez,C-,72.11,3.01,20.5,100.0,Other,20,Sophomore,0,0,0,78.9,66.0
117,2022Fall,CS215,Computer Graphics,Programming,3,Garcia,B-,82.2,3.34,18.7,91.8,F,20,Sophomore,0,0,0,90.63,77.39
729,2020Fall,CS232,Elective 12,Systems,3,Jackson,B-,81.05,1.66,13.3,71.4,F,19,Freshman,0,3,0,80.37,78.29
1494,2021Spring,CS229,Elective 9,AI,4,Jackson,B,84.89,3.45,18.0,100.0,M,20,Sophomore,0,5,0,82.52,83.15
5745,2021Fall,CS211,Cybersecurity,Networks,3,Lopez,A-,92.32,3.52,15.8,84.2,M,18,Freshman,0,0,0,100.0,99.95
1150,2020Spring,CS226,Elective 6,Algorithms,4,Williams,B,83.91,2.55,29.7,71.2,M,24,Senior,0,3,0,80.03,80.6
2332,2022Fall,CS228,Elective 8,Systems,3,Thomas,C+,79.34,3.51,13.8,100.0,F,22,Junior,0,3,0,88.41,84.66
4587,2023Fall,CS206,Networks,Networks,3,Taylor,A-,92.92,3.68,8.4,65.1,Other,18,Freshman,0,1,0,96.53,85.33
4204,2020Fall,CS205,Database Systems,Databases,3,Rodriguez,B-,81.35,3.62,14.3,,M,22,Junior,0,1,0,82.77,82.93
